ID008193 | Adaptador Bluetooth Modelo 1185 | 1393.22 | 122 | 38859 | 2022-01-04
ID009901 | Cabo USB Modelo 4089 | 2025.59 | 433 | 27703 | 2022-01-04
ID001561 | Cabo USB Modelo 9781 | 6447.96 | 313 | 25980 | 2022-01-05
ID002280 | Processador Modelo 2560 | 860.86 | 249 | 27579 | 2022-01-05
ID003404 | Teclado Modelo 3197 | 3047.82 | 13 | 21636 | 2022-01-05
ID003726 | SSD Modelo 4152 | 4107.37 | 161 | 9218 | 2022-01-05
ID005963 | SSD Modelo 1940 | 6456.8 | 82 | 38666 | 2022-01-05
ID001609 | Impressora Modelo 4388 | 352.13 | 353 | 35488 | 2022-01-06
ID002012 | SSD Modelo 4813 | 1595.06 | 362 | 11109 | 2022-01-06
ID002821 | Carregador Modelo 2013 | 4021.1 | 15 | 923 | 2022-01-06
ID005500 | Cooler Modelo 9479 | 6031.18 | 461 | 2870 | 2022-01-06
ID006229 | Impressora Modelo 4866 | 1812.19 | 350 | 31053 | 2022-01-06
ID006663 | Tablet Modelo 9296 | 1096.17 | 464 | 41564 | 2022-01-06
ID008322 | Impressora Modelo 1112 | 1254.11 | 181 | 24210 | 2022-01-06
ID001430 | Projetor Modelo 5345 | 2496.9 | 401 | 26135 | 2022-01-07
ID001513 | Projetor Modelo 4819 | 1762.01 | 392 | 47858 | 2022-01-07
ID002336 | Memória RAM Modelo 3825 | 7702.58 | 108 | 16967 | 2022-01-07
ID002840 | Processador Modelo 8704 | 6691.41 | 434 | 40972 | 2022-01-07
ID007333 | Impressora Modelo 5147 | 6774.85 | 359 | 47639 | 2022-01-07
ID008259 | Fonte Modelo 4825 | 3533.76 | 102 | 43236 | 2022-01-07
ID000615 | Cooler Modelo 8345 | 8303.47 | 182 | 1935 | 2022-01-08
ID002390 | Roteador Modelo 9344 | 9225.58 | 223 | 46865 | 2022-01-08
ID005824 | Tablet Modelo 6619 | 6577.8 | 377 | 44283 | 2022-01-08
ID007386 | Memória RAM Modelo 1540 | 4984.67 | 229 | 47715 | 2022-01-08
ID000072 | Carregador Modelo 1717 | 2285.02 | 158 | 42319 | 2022-01-09
ID006056 | Cooler Modelo 7262 | 754.45 | 118 | 24597 | 2022-01-09
ID007561 | Processador Modelo 5205 | 7565.68 | 332 | 11966 | 2022-01-09
ID007594 | Placa de Vídeo Modelo 3179 | 6006.43 | 41 | 17353 | 2022-01-09
ID007990 | Fonte Modelo 4134 | 4750.66 | 398 | 9633 | 2022-01-09
ID008361 | Roteador Modelo 1718 | 6736.38 | 492 | 27880 | 2022-01-09
ID008974 | Fonte Modelo 4674 | 5088.89 | 259 | 43482 | 2022-01-09
ID009610 | Teclado Modelo 9401 | 5896.84 | 134 | 28623 | 2022-01-09
ID000699 | Cabo USB Modelo 1224 | 3954.81 | 105 | 37571 | 2022-01-10
ID005258 | Memória RAM Modelo 4494 | 7531.31 | 298 | 3109 | 2022-01-10
ID007248 | Switch Modelo 1226 | 3465.48 | 382 | 45982 | 2022-01-10
ID007832 | Projetor Modelo 5844 | 976.88 | 393 | 7475 | 2022-01-10
ID002415 | Microfone Modelo 697 | 5623.05 | 366 | 16284 | 2022-01-11
ID002470 | HD Modelo 9565 | 7120.21 | 58 | 30762 | 2022-01-11
ID002711 | Placa de Vídeo Modelo 9427 | 2392.82 | 78 | 36875 | 2022-01-11
ID005973 | Microfone Modelo 1422 | 7842.81 | 81 | 19112 | 2022-01-11
ID006262 | Carregador Modelo 5473 | 7256.82 | 374 | 19527 | 2022-01-11
ID006799 | Fonte Modelo 7741 | 5372.33 | 486 | 18812 | 2022-01-11
ID007932 | Cabo USB Modelo 3069 | 8706.66 | 53 | 44223 | 2022-01-11
ID008662 | Smartphone Modelo 5128 | 3478.55 | 310 | 43048 | 2022-01-11
ID009778 | Carregador Modelo 9212 | 6621.06 | 200 | 4952 | 2022-01-11
ID001638 | Impressora Modelo 8628 | 5479.18 | 35 | 41472 | 2022-01-12
ID002775 | Fonte Modelo 2017 | 3538.56 | 152 | 24430 | 2022-01-12
ID003717 | Teclado Modelo 329 | 4928.04 | 462 | 48066 | 2022-01-12
ID004801 | Headset Modelo 9773 | 227.64 | 46 | 3849 | 2022-01-12
ID005760 | Projetor Modelo 4248 | 4575.83 | 68 | 33189 | 2022-01-12
ID006059 | Roteador Modelo 6126 | 4396.53 | 127 | 27732 | 2022-01-12
ID006390 | HD Modelo 9857 | 3899.61 | 24 | 3177 | 2022-01-12
ID008235 | Bateria Modelo 8219 | 8703.59 | 354 | 26050 | 2022-01-12
ID009389 | Placa-mãe Modelo 3490 | 5711.09 | 11 | 39750 | 2022-01-12
ID001159 | SSD Modelo 972 | 6924.0 | 90 | 49869 | 2022-01-13
ID002719 | Placa-mãe Modelo 8955 | 6919.93 | 436 | 33572 | 2022-01-13
ID002750 | Cabo USB Modelo 8006 | 95.53 | 46 | 21225 | 2022-01-13
ID003578 | Smartphone Modelo 8463 | 2260.61 | 263 | 35499 | 2022-01-13
ID003662 | Notebook Modelo 6889 | 5841.87 | 21 | 47833 | 2022-01-13
ID003894 | Processador Modelo 1773 | 6782.76 | 305 | 37981 | 2022-01-13
ID004138 | Monitor Modelo 5764 | 6468.44 | 120 | 12595 | 2022-01-13
ID009694 | Webcam Modelo 2661 | 5236.91 | 57 | 39622 | 2022-01-13
ID004058 | Placa-mãe Modelo 3990 | 6874.26 | 409 | 41301 | 2022-01-14
ID004342 | Cabo USB Modelo 5392 | 6415.74 | 439 | 44143 | 2022-01-14
ID005551 | Fonte Modelo 1836 | 9763.95 | 69 | 28504 | 2022-01-14
ID006797 | Cooler Modelo 3553 | 5705.46 | 342 | 43510 | 2022-01-14
ID007834 | Tablet Modelo 5340 | 3673.46 | 100 | 904 | 2022-01-14
ID008454 | Roteador Modelo 9793 | 9619.29 | 422 | 8782 | 2022-01-14
ID001079 | Gabinete Modelo 3139 | 315.21 | 279 | 4347 | 2022-01-15
ID002967 | Headset Modelo 1985 | 291.93 | 166 | 31714 | 2022-01-15
ID005206 | Tablet Modelo 2282 | 5782.02 | 279 | 37992 | 2022-01-15
ID008267 | Adaptador Bluetooth Modelo 7814 | 5344.72 | 476 | 33886 | 2022-01-15
ID008883 | Headset Modelo 6147 | 2840.34 | 463 | 10916 | 2022-01-15
ID009960 | Gabinete Modelo 3035 | 6671.48 | 210 | 37022 | 2022-01-15
ID001418 | Webcam Modelo 4655 | 2400.55 | 439 | 24580 | 2022-01-16
ID001463 | HD Modelo 8296 | 7230.91 | 376 | 11997 | 2022-01-16
ID001688 | Smartphone Modelo 9385 | 2252.0 | 496 | 19425 | 2022-01-16
ID001843 | Impressora Modelo 7241 | 4376.15 | 381 | 28604 | 2022-01-16
ID005360 | Impressora Modelo 1467 | 4022.81 | 313 | 27733 | 2022-01-16
ID006316 | HD Modelo 1205 | 3895.07 | 129 | 9499 | 2022-01-16
ID007636 | Impressora Modelo 9240 | 5981.37 | 22 | 44353 | 2022-01-16
ID001397 | Gabinete Modelo 5340 | 3875.63 | 180 | 38445 | 2022-01-17
ID003001 | HD Modelo 2536 | 1366.13 | 5 | 42656 | 2022-01-17
ID003514 | Projetor Modelo 3708 | 4052.22 | 178 | 34018 | 2022-01-17
ID003990 | Cooler Modelo 8569 | 3069.86 | 92 | 3136 | 2022-01-17
ID004478 | Bateria Modelo 4213 | 4351.99 | 77 | 6295 | 2022-01-17
ID005703 | Smartphone Modelo 4376 | 5256.55 | 65 | 22548 | 2022-01-17
ID006930 | Roteador Modelo 1997 | 7902.43 | 344 | 3403 | 2022-01-17
ID009908 | HD Modelo 5742 | 1002.88 | 117 | 13634 | 2022-01-17
ID000401 | Carregador Modelo 8446 | 5603.22 | 434 | 14780 | 2022-01-18
ID000556 | Hub USB Modelo 9996 | 8006.7 | 330 | 21555 | 2022-01-18
ID000998 | Gabinete Modelo 5518 | 9169.13 | 6 | 40520 | 2022-01-18
ID002333 | Processador Modelo 2041 | 8461.28 | 408 | 38059 | 2022-01-18
ID003917 | Hub USB Modelo 1326 | 8026.85 | 284 | 47479 | 2022-01-18
ID004210 | Gabinete Modelo 5165 | 3056.39 | 145 | 38742 | 2022-01-18
ID006032 | Webcam Modelo 1764 | 6915.06 | 232 | 11784 | 2022-01-18
ID006103 | Cooler Modelo 2730 | 3781.29 | 249 | 39843 | 2022-01-18
ID007198 | Smartphone Modelo 6349 | 5872.59 | 280 | 2080 | 2022-01-18
ID007261 | Webcam Modelo 1981 | 9069.64 | 449 | 46066 | 2022-01-18
ID008567 | Mouse Modelo 4839 | 5380.1 | 298 | 8794 | 2022-01-18
ID001314 | Gabinete Modelo 4381 | 6054.32 | 216 | 11917 | 2022-01-19
ID001547 | Scanner Modelo 9753 | 7609.79 | 425 | 17236 | 2022-01-19
ID003549 | SSD Modelo 9591 | 9806.06 | 405 | 16105 | 2022-01-19
ID005097 | Impressora Modelo 2896 | 1468.8 | 128 | 33104 | 2022-01-19
ID006256 | Impressora Modelo 6969 | 7975.6 | 208 | 21958 | 2022-01-19
ID006282 | Webcam Modelo 9166 | 8594.05 | 226 | 42631 | 2022-01-19
ID006725 | Notebook Modelo 9566 | 8529.79 | 70 | 26472 | 2022-01-19
ID000023 | Fonte Modelo 5921 | 8868.83 | 414 | 236 | 2022-01-20
ID000419 | Mouse Modelo 7394 | 9495.06 | 351 | 13640 | 2022-01-20
ID003938 | HD Modelo 3133 | 6656.6 | 256 | 17670 | 2022-01-20
ID004183 | Microfone Modelo 9790 | 9657.18 | 294 | 15537 | 2022-01-20
ID005460 | Fonte Modelo 8389 | 7872.07 | 149 | 15539 | 2022-01-20
ID007293 | Impressora Modelo 9177 | 1915.23 | 140 | 49460 | 2022-01-20
ID007755 | Projetor Modelo 2693 | 9461.48 | 287 | 36063 | 2022-01-20
ID009766 | Teclado Modelo 1233 | 7930.29 | 254 | 29600 | 2022-01-20
ID000092 | Adaptador Bluetooth Modelo 6969 | 8308.14 | 277 | 32572 | 2022-01-21
ID000228 | Memória RAM Modelo 9987 | 7290.13 | 119 | 17219 | 2022-01-21
ID000968 | Caixa de Som Modelo 6348 | 7262.78 | 354 | 14049 | 2022-01-21
ID003059 | Monitor Modelo 2447 | 4761.36 | 243 | 17719 | 2022-01-21
ID005346 | Caixa de Som Modelo 7058 | 2117.33 | 116 | 1427 | 2022-01-21
ID005672 | Webcam Modelo 989 | 8182.82 | 340 | 12587 | 2022-01-21
ID005690 | Bateria Modelo 3666 | 687.5 | 88 | 33028 | 2022-01-21
ID006639 | Controle Modelo 7632 | 4874.13 | 311 | 12807 | 2022-01-21
ID007220 | Controle Modelo 1870 | 9368.89 | 285 | 31330 | 2022-01-21
ID009937 | Carregador Modelo 9773 | 5919.79 | 431 | 26890 | 2022-01-21
ID000594 | Microfone Modelo 5274 | 9582.37 | 311 | 34219 | 2022-01-22
ID000611 | Projetor Modelo 4478 | 9362.67 | 257 | 27481 | 2022-01-22
ID005805 | Fonte Modelo 6756 | 1493.42 | 44 | 23832 | 2022-01-22
ID008285 | Headset Modelo 3572 | 7135.33 | 87 | 48288 | 2022-01-22
ID000077 | Tablet Modelo 6191 | 4758.72 | 179 | 46935 | 2022-01-23
ID001018 | Monitor Modelo 2374 | 578.21 | 251 | 6535 | 2022-01-23
ID004899 | Roteador Modelo 3568 | 3353.56 | 365 | 47162 | 2022-01-23
ID006307 | Impressora Modelo 5969 | 1014.65 | 393 | 12311 | 2022-01-23
ID003970 | Caixa de Som Modelo 8426 | 4965.35 | 162 | 17546 | 2022-01-24
ID007051 | Hub USB Modelo 7845 | 6401.96 | 50 | 20211 | 2022-01-24
ID008371 | Tablet Modelo 8895 | 203.48 | 386 | 15065 | 2022-01-24
ID008725 | Teclado Modelo 9522 | 997.47 | 63 | 42590 | 2022-01-24
ID001471 | Memória RAM Modelo 2260 | 8138.95 | 120 | 36770 | 2022-01-25
ID003876 | Cooler Modelo 3988 | 1547.71 | 294 | 20320 | 2022-01-25
ID004784 | Hub USB Modelo 7696 | 8889.77 | 421 | 20798 | 2022-01-25
ID009481 | Mouse Modelo 9735 | 1307.47 | 171 | 24906 | 2022-01-25
ID000342 | Caixa de Som Modelo 9920 | 2479.02 | 58 | 41781 | 2022-01-26
ID002646 | Cooler Modelo 670 | 9401.3 | 383 | 13168 | 2022-01-26
ID002939 | Adaptador Bluetooth Modelo 1453 | 5759.93 | 140 | 8516 | 2022-01-26
ID003537 | Microfone Modelo 5145 | 185.36 | 427 | 44571 | 2022-01-26
ID003632 | Cooler Modelo 9005 | 7514.33 | 16 | 29956 | 2022-01-26
ID007371 | Placa de Vídeo Modelo 6232 | 5485.88 | 350 | 40105 | 2022-01-26
ID008553 | Tablet Modelo 367 | 3389.69 | 459 | 31537 | 2022-01-26
ID001261 | Carregador Modelo 6779 | 3163.62 | 386 | 1581 | 2022-01-27
ID003353 | Scanner Modelo 9248 | 4687.78 | 456 | 35165 | 2022-01-27
ID003879 | Bateria Modelo 1536 | 6579.45 | 66 | 42997 | 2022-01-27
ID004325 | Carregador Modelo 2112 | 8052.74 | 192 | 38549 | 2022-01-27
ID004574 | Fonte Modelo 6788 | 9158.33 | 483 | 17792 | 2022-01-27
ID004794 | Placa-mãe Modelo 1252 | 8771.52 | 426 | 6908 | 2022-01-27
ID006073 | SSD Modelo 4637 | 9569.87 | 263 | 37116 | 2022-01-27
ID006095 | Carregador Modelo 8002 | 9755.52 | 364 | 24794 | 2022-01-27
ID006145 | Carregador Modelo 3709 | 8869.62 | 294 | 49632 | 2022-01-27
ID006313 | Tablet Modelo 777 | 4788.57 | 141 | 49453 | 2022-01-27
ID007025 | Roteador Modelo 9836 | 1255.24 | 307 | 8488 | 2022-01-27
ID008299 | Roteador Modelo 6319 | 7808.91 | 303 | 45892 | 2022-01-27
ID009704 | Placa-mãe Modelo 8766 | 2888.4 | 475 | 26755 | 2022-01-27
ID002655 | Controle Modelo 7401 | 3599.19 | 143 | 19819 | 2022-01-28
ID004737 | Tablet Modelo 2456 | 9477.96 | 1 | 13913 | 2022-01-28
ID004980 | Webcam Modelo 2561 | 5109.99 | 29 | 36412 | 2022-01-28
ID006544 | Notebook Modelo 6475 | 307.49 | 290 | 38240 | 2022-01-28
ID007962 | Memória RAM Modelo 3885 | 3306.33 | 277 | 4625 | 2022-01-28
ID008287 | Roteador Modelo 3341 | 7155.26 | 442 | 26502 | 2022-01-28
ID000050 | Monitor Modelo 5497 | 2495.1 | 274 | 46670 | 2022-01-29
ID002856 | Placa-mãe Modelo 3421 | 5046.26 | 402 | 20154 | 2022-01-29
ID006927 | Carregador Modelo 5410 | 4241.41 | 427 | 19980 | 2022-01-29
ID007664 | Tablet Modelo 1836 | 6223.35 | 74 | 12036 | 2022-01-29
ID000059 | Tablet Modelo 8566 | 517.81 | 181 | 22652 | 2022-01-30
ID001333 | Switch Modelo 2593 | 3174.03 | 496 | 46351 | 2022-01-30
ID002002 | HD Modelo 1078 | 667.87 | 240 | 25441 | 2022-01-30
ID003764 | Placa-mãe Modelo 7729 | 9138.62 | 88 | 16446 | 2022-01-30
ID004245 | Hub USB Modelo 4842 | 646.1 | 320 | 28991 | 2022-01-30
ID004434 | Cooler Modelo 1974 | 7946.27 | 287 | 13685 | 2022-01-30
ID008656 | SSD Modelo 9411 | 6993.83 | 9 | 19123 | 2022-01-30
ID009018 | Scanner Modelo 9576 | 5428.91 | 475 | 44304 | 2022-01-30
ID000054 | HD Modelo 4519 | 8849.83 | 446 | 16236 | 2022-01-31
ID000625 | Bateria Modelo 717 | 5942.77 | 298 | 46163 | 2022-01-31
ID001227 | Carregador Modelo 9088 | 105.42 | 470 | 41030 | 2022-01-31
ID001646 | Smartphone Modelo 4620 | 5094.5 | 367 | 2523 | 2022-01-31
ID001714 | Smartphone Modelo 4166 | 1988.79 | 303 | 27017 | 2022-01-31
ID003609 | HD Modelo 2585 | 5130.18 | 70 | 2472 | 2022-01-31
ID003669 | Controle Modelo 4619 | 4796.27 | 27 | 20443 | 2022-01-31
ID004234 | Memória RAM Modelo 8510 | 2588.77 | 131 | 10094 | 2022-01-31
ID004765 | Caixa de Som Modelo 3313 | 3043.54 | 98 | 9145 | 2022-01-31
ID004892 | Webcam Modelo 619 | 3217.26 | 401 | 30289 | 2022-01-31
ID005734 | Smartphone Modelo 229 | 8538.13 | 324 | 17175 | 2022-02-01
ID007103 | Carregador Modelo 8536 | 5651.45 | 194 | 29672 | 2022-02-01
ID007214 | Caixa de Som Modelo 4632 | 2637.32 | 159 | 36939 | 2022-02-01
ID001342 | Placa-mãe Modelo 8656 | 3571.69 | 317 | 6302 | 2022-02-02
ID001386 | Notebook Modelo 3537 | 3368.77 | 319 | 34410 | 2022-02-02
ID002070 | HD Modelo 973 | 5741.64 | 405 | 9053 | 2022-02-02
ID002950 | Carregador Modelo 8343 | 6697.65 | 26 | 25914 | 2022-02-02
ID006988 | Placa-mãe Modelo 7122 | 360.71 | 374 | 45526 | 2022-02-02
ID007067 | Scanner Modelo 2066 | 7768.1 | 77 | 25971 | 2022-02-02
ID008255 | Memória RAM Modelo 9455 | 1155.9 | 288 | 14950 | 2022-02-02
ID008448 | Tablet Modelo 8906 | 2411.71 | 362 | 38586 | 2022-02-02
ID005302 | Cooler Modelo 301 | 3021.02 | 162 | 38093 | 2022-02-03
ID006257 | Webcam Modelo 4177 | 1772.32 | 304 | 32656 | 2022-02-03
ID009686 | Hub USB Modelo 9165 | 9223.63 | 373 | 20135 | 2022-02-03
ID000909 | Tablet Modelo 3360 | 6562.85 | 442 | 15908 | 2022-02-04
ID001706 | Notebook Modelo 869 | 4295.05 | 92 | 24623 | 2022-02-04
ID002995 | Adaptador Bluetooth Modelo 6611 | 7141.35 | 489 | 4478 | 2022-02-04
ID004062 | Roteador Modelo 3227 | 6220.22 | 299 | 12536 | 2022-02-04
ID008334 | Notebook Modelo 4340 | 2120.23 | 62 | 49565 | 2022-02-04
ID008826 | Adaptador Bluetooth Modelo 239 | 7738.62 | 367 | 30340 | 2022-02-04
ID009810 | Cabo USB Modelo 1615 | 8335.65 | 264 | 29490 | 2022-02-04
ID002270 | Adaptador Bluetooth Modelo 503 | 2307.53 | 490 | 38917 | 2022-02-05
ID006460 | Processador Modelo 7416 | 5619.66 | 442 | 47472 | 2022-02-05
ID007565 | Hub USB Modelo 2952 | 2345.03 | 353 | 35658 | 2022-02-05
ID001758 | Mouse Modelo 7520 | 584.53 | 55 | 34871 | 2022-02-06
ID002835 | Cooler Modelo 106 | 2883.7 | 120 | 9374 | 2022-02-06
ID002901 | SSD Modelo 6572 | 9009.81 | 411 | 37563 | 2022-02-06
ID004336 | Impressora Modelo 6663 | 6161.27 | 491 | 10754 | 2022-02-06
ID004622 | Notebook Modelo 6304 | 3671.35 | 65 | 6695 | 2022-02-06
ID004823 | Webcam Modelo 6333 | 1836.13 | 134 | 18822 | 2022-02-06
ID005462 | Tablet Modelo 3441 | 8373.27 | 111 | 23519 | 2022-02-06
ID007165 | Impressora Modelo 1305 | 196.63 | 318 | 39361 | 2022-02-06
ID008369 | Bateria Modelo 5958 | 5268.9 | 258 | 7423 | 2022-02-06
ID001451 | Notebook Modelo 4197 | 6706.58 | 88 | 8036 | 2022-02-07
ID002703 | Monitor Modelo 1869 | 510.66 | 231 | 21777 | 2022-02-07
ID003324 | Impressora Modelo 1211 | 8189.4 | 408 | 46551 | 2022-02-07
ID003506 | Gabinete Modelo 4981 | 8209.06 | 232 | 41856 | 2022-02-07
ID004209 | Microfone Modelo 1218 | 1826.96 | 5 | 8958 | 2022-02-07
ID006186 | Tablet Modelo 8387 | 7659.59 | 137 | 8711 | 2022-02-07
ID007228 | HD Modelo 9351 | 1943.41 | 157 | 45573 | 2022-02-07
ID001831 | Controle Modelo 9666 | 6086.79 | 209 | 18206 | 2022-02-08
ID001976 | Adaptador Bluetooth Modelo 2866 | 5146.41 | 342 | 9403 | 2022-02-08
ID003802 | HD Modelo 2877 | 4525.17 | 283 | 8045 | 2022-02-08
ID005759 | Scanner Modelo 2443 | 1820.33 | 86 | 24403 | 2022-02-08
ID006640 | Caixa de Som Modelo 6720 | 4450.77 | 344 | 30884 | 2022-02-08
ID006699 | Caixa de Som Modelo 4403 | 1491.93 | 347 | 44302 | 2022-02-08
ID006551 | Cabo USB Modelo 2376 | 7069.22 | 415 | 10910 | 2022-02-09
ID007287 | Memória RAM Modelo 8935 | 6174.75 | 336 | 12158 | 2022-02-09
ID008185 | Smartphone Modelo 4876 | 7397.19 | 493 | 1841 | 2022-02-09
ID009913 | Smartphone Modelo 4665 | 4388.4 | 94 | 14662 | 2022-02-09
ID001500 | Carregador Modelo 6188 | 9207.87 | 468 | 23496 | 2022-02-10
ID001750 | Hub USB Modelo 9838 | 5925.28 | 203 | 9620 | 2022-02-10
ID003793 | Monitor Modelo 4253 | 8846.39 | 324 | 16517 | 2022-02-10
ID009348 | Placa de Vídeo Modelo 1275 | 7788.35 | 188 | 3074 | 2022-02-10
ID009807 | Scanner Modelo 522 | 3311.96 | 130 | 41416 | 2022-02-10
ID001502 | Roteador Modelo 9093 | 6179.82 | 151 | 27208 | 2022-02-11
ID004006 | Placa de Vídeo Modelo 5304 | 9591.8 | 202 | 20441 | 2022-02-11
ID004334 | Adaptador Bluetooth Modelo 4721 | 3445.02 | 302 | 18791 | 2022-02-11
ID006702 | Webcam Modelo 2413 | 1126.39 | 81 | 33640 | 2022-02-11
ID001025 | Cooler Modelo 9530 | 2835.92 | 435 | 48652 | 2022-02-12
ID002641 | Placa-mãe Modelo 781 | 5404.46 | 321 | 48977 | 2022-02-12
ID002675 | Gabinete Modelo 1647 | 126.4 | 499 | 450 | 2022-02-12
ID003078 | Webcam Modelo 157 | 2137.91 | 491 | 28257 | 2022-02-12
ID005037 | Gabinete Modelo 8546 | 9713.46 | 62 | 32087 | 2022-02-12
ID006406 | Teclado Modelo 2915 | 1011.33 | 393 | 4733 | 2022-02-12
ID007656 | Bateria Modelo 8644 | 1296.54 | 392 | 16059 | 2022-02-12
ID009579 | Fonte Modelo 7342 | 2896.09 | 196 | 17258 | 2022-02-12
ID009814 | Processador Modelo 362 | 1088.06 | 50 | 5881 | 2022-02-12
ID009952 | HD Modelo 7890 | 6989.72 | 491 | 22075 | 2022-02-12
ID000093 | Hub USB Modelo 3123 | 5830.82 | 94 | 34665 | 2022-02-13
ID000603 | Tablet Modelo 2809 | 6779.24 | 186 | 38867 | 2022-02-13
ID001219 | Scanner Modelo 3294 | 6396.86 | 403 | 33623 | 2022-02-13
ID003581 | Cooler Modelo 9401 | 7007.57 | 124 | 13754 | 2022-02-13
ID003859 | Microfone Modelo 8882 | 8080.6 | 196 | 36014 | 2022-02-13
ID004596 | Cooler Modelo 3166 | 3257.16 | 121 | 3367 | 2022-02-13
ID007181 | Roteador Modelo 3635 | 769.98 | 235 | 24861 | 2022-02-13
ID008864 | Adaptador Bluetooth Modelo 1806 | 1859.45 | 80 | 36460 | 2022-02-13
ID009264 | Switch Modelo 7264 | 8274.34 | 332 | 36094 | 2022-02-13
ID003363 | Controle Modelo 4827 | 4998.0 | 127 | 31262 | 2022-02-14
ID004178 | Monitor Modelo 5220 | 5960.59 | 324 | 26214 | 2022-02-14
ID004646 | Placa-mãe Modelo 3140 | 265.28 | 328 | 25384 | 2022-02-14
ID004933 | Placa-mãe Modelo 7697 | 2643.86 | 207 | 13758 | 2022-02-14
ID005517 | Carregador Modelo 1820 | 7016.18 | 431 | 49620 | 2022-02-14
ID005585 | Controle Modelo 1737 | 640.53 | 482 | 19441 | 2022-02-14
ID009209 | Headset Modelo 4703 | 2717.16 | 59 | 32393 | 2022-02-14
ID009233 | Teclado Modelo 2189 | 4106.98 | 130 | 26052 | 2022-02-14
ID009646 | Teclado Modelo 1992 | 4395.92 | 156 | 41445 | 2022-02-14
ID002696 | HD Modelo 3062 | 1843.91 | 218 | 29653 | 2022-02-15
ID002762 | Webcam Modelo 5020 | 1702.02 | 112 | 2434 | 2022-02-15
ID002886 | Headset Modelo 8311 | 4866.09 | 75 | 27389 | 2022-02-15
ID008660 | Memória RAM Modelo 4431 | 7109.69 | 61 | 27257 | 2022-02-15
ID009713 | Adaptador Bluetooth Modelo 9649 | 9752.1 | 132 | 986 | 2022-02-15
ID000171 | Switch Modelo 5531 | 9620.32 | 91 | 8134 | 2022-02-16
ID000503 | Smartphone Modelo 7188 | 5696.28 | 121 | 48634 | 2022-02-16
ID001809 | Scanner Modelo 9505 | 4264.31 | 471 | 28562 | 2022-02-16
ID004136 | Webcam Modelo 9821 | 8341.03 | 414 | 20840 | 2022-02-16
ID005803 | Placa-mãe Modelo 7963 | 8251.91 | 410 | 13844 | 2022-02-16
ID008895 | Memória RAM Modelo 401 | 4593.44 | 258 | 41156 | 2022-02-16
ID009440 | Bateria Modelo 3497 | 1408.82 | 159 | 35539 | 2022-02-16
ID000219 | Teclado Modelo 8489 | 7447.03 | 235 | 39500 | 2022-02-17
ID002014 | Headset Modelo 9221 | 4251.09 | 287 | 11736 | 2022-02-17
